影院名称,国家编码,在系统商的编码,系统商
麻阳奥城影院,43122201,43122201,ManTianXing
龙影国际影城（棠下店）,44001461,44001461,ManTianXing
苏州耀莱成龙国际影城（人民路店）,32029271,20004054,DingXin
世纪虹旭影城,31092701,31092701,HuoFengHuang2
银川沃美影城,64012311,64012311,HuoFengHuang2
广州百丽宫影城(猎德店),44001471,,DingXin
广州百丽宫影城（天环店）,44001481,,DingXin
包头市新世纪影城,15021601,,Flamingo
荣成时代凤凰影城,37117061,37117061,ManTianXing
南漳银兴影城,42102601,42102601,ManTianXing
学院影城,14082921,,Flamingo
欢乐宝贝影院,15111651,15111651,ChenXing
天津时代凤凰影城,12070711,12070711,ManTianXing
包头苏宁影城,15021691,15021691,ChenXing
奥兰环球影城（望京店）,11050971,,HuoFengHuang2
新天润国际影城,65010421,,ManTianXing
明星时代影城诸暨永利店（原上影国际影城）,33052901,20003984,DingXin
靖州鑫汇影城,43122101,,DingXin
MS国际影城（欧乐星城店）,65010211,58,OneNineZeroFive
尚上国际影城,44001491,44001491,ManTianXing
日照苏宁影城,37167061,37167061,ChenXing
凉山中影星美国际影城,51186401,51186401,ManTianXing
厦门嘉庚华谊兄弟电影中心,35024701,,DingXin
贵阳华夏国际影城,52013801,52013801,HuoFengHuang2
蓬安县光影国际影城,51090161,51090161,ManTianXing
中影凤凰国际影城（大学城店）,37027181,37027181,ManTianXing
中影佳昇国际影城,43018601,43018601,ManTianXing
上海耀莱成龙国际影城（虹桥店）,31115201,,VISTA
嘉裕国际影城（宣汉店）,51109981,,DingXin
中环影城广元百利城店,51150011,51150011,ChenXing
云南农业职业技术学院,00000049,55,OneNineZeroFive
京源国际影城,44142401,20004103,Flamingo
汉川金逸影城IMAX店,42072401,1141,VISTA
济宁苏宁影城,37077061,37077061,ChenXing
金逸影城天津大港IMAX店,12090881,,VISTA
中影国际粤骏电影城,44001521,,ManTianXing
成都市和平电影院,51016201,,OneNineZeroFive
中影德金影城南山店,44012031,,DingXin
恩平市中影时代凤凰影城,44124001,,ManTianXing
中影丽禾国际影城,46031601,46031601,HuoFengHuang2
白云学院礼堂,00000050,,OneNineZeroFive
保利国际影城徐州澳东印象城店,32074111,,DingXin
鲁信影城罗庄店,37087181,37087181,ChenXing
保利国际影城阳江百利广场店,44142501,,DingXin
北京乐糖长阳店,11111101,11111101,HuoFengHuang2
南通耀莱成龙国际影城（凤凰广场店）,32107911,,DingXin
淮南耀莱成龙国际影城（朝阳中路店）,34041101,,VISTA
明星时代影城（镇江东方伟业店）,32054111,20004164,DingXin
华夏晶华影城,31128501,20004141,DingXin
无锡金逸影城乐享城店,32039061,,VISTA
保利国际影城北京天安门店,11021141,,DingXin
济南新世纪电影城黄金99店,37027211,20004193,DingXin
明星时代影城（北京梦秀店）,11051151,20004209,DingXin
许昌时代凤凰国际影城,41101801,,ManTianXing
温州维多利国际影城,33079201,33079201,HuoFengHuang2
深圳金逸嘉域店,44012191,1145,VISTA
丰宁县华纳影城,13041701,13041701,满天星
德州新世纪电影城,37137061,20003714,DingXin
沂水新世纪电影城,37087191,20004131,DingXin
华夏天山影城（河北东路店）,65010451,69,OneNineZeroFive
中影星美崇州店（天道影城）,51016401,51016401,ManTianXing
UME国际影城太原店,14013251,14013251,HuoFengHuang2
宿迁红旗电影院,32120201,32120201,火烈鸟
舟山上影联和影城,33101601,33101601,ChenXing
海上国际影城莘庄店,31113001,,Vista
海上明珠国际影城（杭州中大银泰城店）,33018301,,VISTA
杭州海上明珠西湖银泰店,33019251,,VISTA
合肥海上明珠国际影城,34016101,,Vista
海上明珠-大宁IMAX店,31031701,,Vista
阿克塞数字影院,62140801,20003899,DingXin
上海建桥学院,00000058,,
宁波诺丁汉大学,00000059,,
东南大学焦廷标馆,00000060,,
上海交通大学菁菁堂,00000061,,
上海财经大学大礼堂,00000062,,
广州华夏职业学院演艺厅,00000063,,
华北电力大学E影院,00000064,,OneNineZeroFive
四川电影电视学院安贡院大剧院,00000066,,
辽宁省交通高等专科学校,00000067,,
抚顺市望花区华谊影城,21040501,,满天星
绵阳电影院,51020101,20002766,DingXin
PIX像素电影城,51010051,20004064,DingXin
呼和浩特兰亚国际影城,15010408,,请选择
进贤华影城,36011501,36011501,ManTianXing
庄影影城郴州瑞城店,43103501,32029241,ChenXing
南康中影国际影城,36073301,36073301,HuoFengHuang2
北京市大兴剧院,11081102,20003074,鼎新
进贤中影恒业国际影城,36012901,36012901,ManTianXing
遂川星河国际影城,36081301,36081301,ManTianXing
万明影城,44012151,,火烈鸟
宜宾正龙影视城,51068101,20003247,鼎新
新华银兴国际影城(南昌店),36012401,20002813,DingXin
茵卡汽车影院,41018001,41018001,HuoFengHuang2
唐山耀莱成龙国际影城（新华西道店）,13054601,20004160,DingXin
海口耀莱成龙国际影城（居然之家店）,46021901,,DingXin
苏州耀莱成龙国际影城（金门路店）,32029321,20004089,DingXin
中影星美国际影城长治店,14052141,,满天星
嘉裕国际影城武汉店,42019261,,鼎新
惠州嘉和国际影城,44080701,44080701,ChenXing
CMC影城,21090091,20004137,鼎新
凤冈县星天地国际影城,52032801,,火烈鸟
上海中影数字圣谛影城,31128201,31128201,ManTianXing
宣威影城4D厅,53032501,53032501,ManTianXing
宿州东方娱乐影城,34090701,20003658,DingXin
明星时代影城（上海淞南店）,31195301,20004213,DingXin
云南经济管理学院(安宁校区),00000073,57,OneNineZeroFive
学府国际影城,36100171,36100171,HuoFengHuang2
高青齐纳国际影城,37047081,20004188,DingXin
蒙阴齐纳国际影城,37087231,20004200,DingXin
温宿县天虹影院,65292211,73,OneNineZeroFive
SFC上影复星影城（宜川路店）,31051901,,鼎新
上海万达国际影城(五角场店),31090701,,鼎新
SFC上影影城（沭阳店）,32122311,,DingXin
SFC上影影城（百联又一城店）,31092601,,HuoFengHuang2
SFC上影影城（天津北宁湾店）,12050931,,鼎新
SFC上影影城（徐汇绿地滨江店）,31074201,,鼎新
SFC上影复星影城（徐州环球港店）,32074511,,HuoFengHuang2
北京米高梅国际影城(工体店),11051091,,火烈鸟
梧州市文化中心影城,45041001,45041001,中鑫汇科
舞钢时代风国际影院,41041401,,满天星
中影数字国际影城(宜春店),36090801,,满天星
星映汇国际影城苏州联丰广场店,32029421,32029421,HuoFengHuang2
恒维国际影视城,52022101,52022101,ManTianXing
X·cinema影城,31195401,31195401,ManTianXing
围场百易购影城,13042301,,HuoFengHuang2
秀屿金马影城,35044881,35044881,ManTianXing
大庆市萨尔图区生升影城,23011601,23011601,满天星
延安耀莱成龙国际影城（金延安店）,61062201,,鼎新
无锡耀莱成龙国际影城（智慧路店）,32039081,,DingXin
银川耀莱成龙国际影城（金凤店）,64010051,,鼎新
西安耀莱成龙国际影城（万寿路店）,61018201,,鼎新
泰安耀莱成龙国际影城（新华城店）,37107071,,鼎新
大庆耀莱成龙国际影城（红岗店）,23052121,,鼎新
合肥耀莱成龙国际影城（加侨店）,34017501,,DingXin
保利国际影城南宁陈东店,45010541,20004286,DingXin
西安耀莱成龙国际影城（西咸店）,61042001,,DingXin
东莞比高电影城（东城店）,44101041,20004050,DingXin
比高电影城（宿州店）,34091901,34091901,HuoFengHuang2
南阳比高电影城（迎宾店）,41133801,41133801,HuoFengHuang2
威海东盛影城,37117031,37117031,ManTianXing
中影星美国际影城世贸天阶店,11051111,20004147,鼎新
新耀客国际影城,44011811,44011811,HuoFengHuang2
中影星美国际影城乐从店,44139701,44139701,HuoFengHuang2
星美国际影城（学府影城）,51013401,51013401,ManTianXing
株洲千金文化广场,43020101,43020101,HuoFengHuang2
新话剧场,65010306,,满天星
独墅湖影剧院,32021302,32021302,HuoFengHuang2
中影国际影城广州天河太阳新天地店,44008901,20003310,DingXin
汝城县潇湘新和兴影城,43120901,43120901,满天星
福州东都国际影城,35011802,,满天星
沃美影城济南店,37027191,,HuoFengHuang2
越界思哲影城IMAX三水店,44131071,20004250,DingXin
开县未来时代影城 （原开县电影院）,50340061,50340061,满天星
安徽黄梅3D影剧院,34012501,34012501,满天星
徐州苏宁影城,32074711,32074711,ChenXing
南京苏宁尊享影城,32019051,32019051,ChenXing
乌鲁木齐市五一立体声电影院,65010301,29ddd,ManTianXing
佛山比高电影城（南海店）,44131111,44131111,HuoFengHuang2
云南外事外语职业学院,00000075,58,
泉港万星国际影城,35052201,,火烈鸟
宿州云幕国际影城,34091101,34091101,HuoFengHuang2
四川省天全和川数字影院,51170021,71,OneNineZeroFive
平南时代凤凰国际影城,45100301,45100301,
欢乐国际影城,44060701,44060701,ManTianXing
影魔方•精品影城（中影东方慕斯荟店）,32018611,,1905
米高梅国际影城华发新城店,21020611,21020611,ChenXing
新沂市金鹰国际影城,32071801,,Flamingo
欢乐小马影城,33042701,33042701,HuoFengHuang2
新时代影城(射洪店),51160202,,ManTianXing
滨州新世纪电影城,37150401,20004281,DingXin
国信影城,32061801,32061801,HuoFengHuang2
肥城新世纪电影城,37101201,20003130,DingXin
曲阜新世纪电影城,37071201,20003131,DingXin
兖州新世纪电影城贵和广场店,37071301,20003197,DingXin
兖州新世纪电影城,37070901,20003132,DingXin
邹城新世纪电影城,37070501,20003135,DingXin
沈丘恒丰国际影城,41161301,,ManTianXing
星美世纪影城,14090101,14090101,ManTianXing
重庆UME影城（南滨店）,50080121,50080121,HuoFengHuang2
重庆UME影城（双桥）,50250041,,HuoFengHuang2
明星时代影城（天津东马路店）,12040961,20004340,DingXin
红星太平洋影城重庆渝北店,50120201,20004068,DingXin
红星太平洋影城重庆金辉店,50080131,20004251,DingXin
中影星美国际影城（灵璧店）,34090901,,火凤凰
金逸影城三亚鸿洲广场店,46031901,,OneNineZeroFive
云南大学滇池学院,00000076,,OneNineZeroFive
张掖市新世纪国际影城,62120101,,ManTianXing
上饶映像国际影城-明珠商业广场,36113901,20003780,DingXin
济宁影城,37070101,,DingXin
五家渠环球影城,65900401,,ManTianXing
上影x-cinema国际影城,33096501,33096501,ManTianXing
时代国际超级巨幕影城（万力店）,36114001,36114001,HuoFengHuang2
中影红毯影院（昇宝广场店）,44137901,44137901,HuoFengHuang2
郑州耀莱成龙国际影城（新田城店）,41019001,,DingXin
三明市文化宫数字影城,35084821,35084821,HuoFengHuang2
大田尚逸国际影城,35084381,35084381,ManTianXing
惠州Free国际影城（丽日银座店）,44085001,44085001,HuoFengHuang2
DFC影城（宝山店）,31195201,31195201,HuoFengHuang2
博纳国际影城（奉化银泰店）,33043901,33043901,HuoFengHuang2
中影南方国际影院万汇城店,44012321,,Flamingo
大连中影星美国际影城软件园店,21020681,21020681,HuoFengHuang2
潇湘韶山国际影城,43032401,43032401,HuoFengHuang2
海逸城邦店,44124301,,Flamingo
上海视觉艺术学院图文大剧场,00000078,,OneNineZeroFive
明星时代影城（杭州萧山义蓬店）,33018490,20004387,DingXin
中影星美南影国际影城,46070201,20004079,DingXin
SFC上影影城（丁香路店）,31128901,,DingXin
SFC上影影城（百联惠南店）,31129001,,DingXin
SFC上影影城（金桥太茂店）,31129101,,DingXin
SFC上影影城（昆山中楠店）,32029401,,DingXin
橙•华纳国际影城,21120601,21120601,Flamingo
MS国际影城(哈密店),65220131,77,OneNineZeroFive
海口中影南方影城,46022201,46022201,HuoFengHuang2
孝义耀莱成龙国际影城（新义街店）,14112271,20003321,DingXin
武汉耀莱成龙国际影城（八大家店）,42019271,20004171,DingXin
蚌埠耀莱成龙国际影城（固镇店）,34032301,20004295,
深影凤凰国际影城,44220801,44220801,HuoFengHuang2
中影兴厦影城,32063611,32063611,HuoFengHuang2
梁山时光国际影城,37077041,,DingXin
潜江比高电影城（龙虾城）,42121301,20004368,DingXin
银座影城,44181901,44181901,HuoFengHuang2
上海比高电影城（古北店）,31115601,20004373,DingXin
滁州苏宁影城,34062601,34062601,ChenXing
黎平大视界环球影城,52260801,,HuoFengHuang2
贵阳星空影城保利温泉店,52013601,52013601,HuoFengHuang2
精河县精博友好数字影城,65272211,83,OneNineZeroFive
湖州苏宁影城,33023901,33023901,ChenXing
宜兴苏宁影城,32039121,32039121,ChenXing
泰禾影城立水桥店,11051211,1001,VISTA
上海金逸施湾影城,31133801,20002993,DingXin
金堂县联娱国际影城兰天店,51015811,20004328,DingXin
赣州三海荣泰影院,36071001,36071001,HuoFengHuang2
燕郊耀莱成龙国际影城（迎宾路店）,13063901,,DingXin
武汉耀莱成龙国际影城（中南二路店）,42019321,,DingXin
保定耀莱成龙国际影城（望都店）,13026301,,DingXin
桦南县时代华纳数字影城,23042211,,HuoFengHuang2
长影电影院,22112203,,DingXin
越界思哲影城黄江店,44101241,20004324,DingXin
宁海万象国际影城,33047601,33047601,HuoFengHuang2
上海菲林山谷影城,31052001,20004282,DingXin
潇湘国际影城（阿波罗旗舰店）,43013501,43013501,ManTianXing
星美国际影城（银川华谊店）,64011501,64011501,ManTianXing
广州保利影院(同德店),44210601,1007,VISTA
集鸿发中影国际影城田寮店,44011821,44011821,HuoFengHuang2
安达市九天环球影城,23128121,,ManTianXing
中都金棕榈影城（怡然城店）,13082601,13082601,ChenXing
中都金棕榈影城（衡百国际店）,13082201,13082201,ChenXing
温江旭和影城,51010802,,DingXin
七彩国际影城（凯德店）,23012010,,ManTianXing
艺达国际影城,44131201,,HuoFengHuang2
喜盟国际影城,44001701,44001701,HuoFengHuang2
海淀剧院,#VALUE!,11060202,HuoFengHuang2
海门UME国际影城,32107211,,HuoFengHuang2
宁波UME国际影城（镇海店）,33047701,,HuoFengHuang2
合肥UME国际影城,34017201,,HuoFengHuang2
中山UME国际影城（古镇店）,44115001,,HuoFengHuang2
绍兴UME国际影城,33054301,,HuoFengHuang2
威丽斯巨幕影城（黄河广场店）,14083231,14083231,火凤凰
武汉银兴东融国际影城,42019361,42019361,HuoFengHuang2
西安耀莱成龙国际影城（悦享城店）,61019001,,DingXin
金泉港IMAX国际影城,11051181,20004305,DingXin
红河学院,00000072,61,请选择
清江苏宁影城,32019121,32019121,ChenXing
中国医科大学 红杉树影院,0000000141,0000000141,Veezi
嘉域国际影城高平红旗店,14061001,14061001,HuoFengHuang2
新世纪影城大学城店,37021201,37021201,HuoFengHuang2
荣县太平洋影城（财富中央店）,51040211,20004475,DingXin
新时代影城(中江店),51030601,51030601,ManTianXing
合肥星空影城（高速时代广场店）,34016701,,HuoFengHuang2
天长市星空影城,34062401,,HuoFengHuang2
无锡星空影城锡北店,32038611,,HuoFengHuang2
无锡星空影城（阳光100店）,32039071,,HuoFengHuang2
西安鑫苑星空影城,61017901,,HuoFengHuang2
星空影城固安店,13063201,,HuoFengHuang2
郑州星空影城陇海路店,41015801,,HuoFengHuang2
昆明学院（图书馆报告厅）,00000082,63,OneNineZeroFive
昆明冶金高等专科学校（艺术中心）,00000083,65,OneNineZeroFive
云南体育运动职业技术学院（学生礼堂）,00000084,62,OneNineZeroFive
德宏师范高等专科学院（红色报告厅）,00000081,,OneNineZeroFive
上影X-cinema影城,33041011,33041011,ManTianXing
沈阳城市学院 白宫影院,00000092,00000092,Veezi
鲁信影城临沂家家悦店,37087221,37087221,ChenXing
泰禾影城（泉州东海店）IMAX,35054051,1004,VISTA
杭州泰禾影城江和美店,33018571,1002,VISTA
万幕国际影城,31129601,1001,VISTA
M³电影城堡,61019101,20004487,
绵阳中环悦影绘影城,51029621,51029621,ChenXing
保利国际影城中山港口店,44116301,20004509,DingXin
保利国际影城昆山张浦文化广场店,32029581,20004520,DingXin
太平洋影城（西固店）,62014301,20004085,DingXin
太平洋影城（春熙店）,51010301,20002892,DingXin
LFC传奇电影中心,12121001,20004484,DingXin
泰禾影城厦门闽南古镇店,35023891,1003,VISTA
太平洋影城（王府井店）,51010101,20003438,DingXin
太平洋影城（紫荆北路店）,51010201,20003439,DingXin
太平洋影城（新城市店）,51010401,20003437,DingXin
太平洋影城（德阳东方影都店）,51030101,20002859,DingXin
太平洋影城（深圳东海店）,44014001,20002842,DingXin
中影国际影城（武侯千盛店）,51011001,20002833,DingXin
太平洋影城（深圳京基百纳店）,44014401,20002845,DingXin
太平洋影城（达州红旗店）,51100101,20002864,DingXin
太平洋影城（南充大都会店）,51091002,20002953,DingXin
太平洋影城（武侯店）,51011201,20002830,DingXin
太平洋影城（曲江店）,61011501,20002848,DingXin
太平洋影城（川师店）,51011101,20002831,DingXin
太平洋影城（新华街店）,51150101,20002869,DingXin
太平洋影城（宜宾民主路店）,51060101,20002827,DingXin
太平洋影城（沙湾店）,51011701,20003436,DingXin
太平洋影城（深圳天利名城店）,44017301,20002846,DingXin
太平洋影城（宜宾图书馆店）,51060201,20002828,DingXin
太平洋影城（新津店）,51012202,20002894,DingXin
太平洋影城（温江店）,51012102,20002893,DingXin
太平洋影城（什邡文化中心店）,51030401,20002860,DingXin
太平洋影城（湘府店）,43011901,20002865,DingXin
太平洋影城（雅安店）,51170101,20002880,DingXin
太平洋影城（重庆紫荆店）,50120501,20003440,DingXin
太平洋影城（攀枝花金瓯店）,51190201,20002847,DingXin
太平洋影城（蜀西店）,51012501,20003435,DingXin
太平洋影城（眉山店）,51130301,20002867,DingXin
太平洋影城（彭州店）,51012701,20002896,DingXin
太平洋影城（深圳新城汇店）,44221201,20002844,DingXin
太平洋影城（临潼店）,61014301,20003032,DingXin
太平洋影城（金色海蓉店）,51011301,20002829,DingXin
太平洋影城（内江店）,51050201,20002826,DingXin
太平洋影城（松江店）,31164001,20002882,DingXin
太平洋影城（龙城国际店）,51011401,20002908,DingXin
太平洋影城（邛崃店）,51016001,20003036,DingXin
太平洋影城（安仁戏院）,51019931,20003260,DingXin
太平洋影城重庆酉阳店,50420201,20003274,DingXin
太平洋影城（德阳洋洋百货店）,51030011,20003679,DingXin
太平洋影城（滨江店）,33019431,20003758,DingXin
太平洋影城（天海店）,51010081,20003956,DingXin
太平洋影城（资中店）,51050711,20003963,DingXin
太平洋影城(绵阳五和店),51020411,20004013,DingXin
太平洋影城（西村店）,51010661,20004027,DingXin
太平洋影城（西安大明宫店）,61017601,20004038,DingXin
太平洋影城（北欧知识城店）,51010221,20004049,DingXin
太平洋影城广汉欢乐水岸店,51030081,20004110,DingXin
太平洋影城（达州城南店）,51100031,20004115,DingXin
太平洋影城(大邑店),51010261,20004132,DingXin
太平洋影城（德阳希望城店）,51030061,20004130,DingXin
太平洋影城半岛逸景店,50040071,20004212,DingXin
太平洋影城（什邡百盛店）,51030051,20004135,DingXin
太平洋影城杭州（下沙店）,33018411,20004253,DingXin
太平洋影城（时代豪廷店）,51010981,20004277,DingXin
太平洋电影城（北京中关村店 ）,11061191,20004331,DingXin
太平洋影城（成都龙泉店）,51015841,20004386,DingXin
太平洋影城（广汉世纪百盛店）,51036311,20004381,DingXin
太平洋影城深圳同泰时代广场店,44012341,20004401,DingXin
太禾影城（松江店）,31164801,20004308,DingXin
大地影院常州宝龙城市广场影院,32044511,32045511,Vista
